0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.7346296456129363,0.7466954106702848,0.7591132932166946,0.7718949602831955,0.7850525681529152,0.7985987924253909,0.8125468608371874,0.8269105891753976,0.8417044206703287,0.8463773178665903,0.8510502150628521,0.8557231122591138,0.8603960094553754,0.865068906651637,0.8697418038478988,0.8744147010441605,0.8790875982404222,0.8837604954366838,0.8884333926329455,0.8811847896384003,0.874262782366193,0.8789356795624548,0.8952034812271854,0.911797878614254,0.8957179286249389,0.880114428404755,0.8649704738413201,0.8502699594572631,0.8359975243857596,0.8221385033007282,0.8086788817446651,0.7956052553690338
0.7466954106702848,0.7591132932166946,0.7718949602831955,0.7850525681529152,0.7985987924253909,0.8125468608371874,0.8269105891753976,0.8417044206703287,0.8569434693119192,0.8617053740738241,0.8664672788357288,0.8712291835976336,0.8759910883595383,0.8807529931214431,0.8855148978833478,0.8902768026452526,0.8950387074071573,0.899800612169062,0.9045625169309668,0.8970671265003243,0.8899075310714222,0.8946694358333269,0.9113528407860385,0.9283720407404907,0.911797878614254,0.8957179286249389,0.880114428404755,0.8649704738413201,0.8502699594572631,0.8359975243857596,0.8221385033007282,0.8086788817446651
0.7591132932166946,0.7718949602831955,0.7850525681529152,0.7985987924253909,0.8125468608371874,0.8269105891753976,0.8417044206703287,0.8569434693119192,0.8726435676028288,0.8774979365348676,0.8823523054669065,0.8872066743989453,0.8920610433309841,0.896915412263023,0.9017697811950618,0.9066241501271006,0.9114785190591395,0.9163328879911783,0.9211872569232171,0.9134390772638379,0.9060361510033293,0.9108905199353682,0.9280021840599544,0.9454591015834113,0.9283720407404907,0.911797878614254,0.8957179286249389,0.880114428404755,0.8649704738413201,0.8502699594572631,0.8359975243857596,0.8221385033007282
0.7718949602831955,0.7850525681529152,0.7985987924253909,0.8125468608371874,0.8269105891753976,0.8417044206703287,0.8569434693119192,0.8726435676028288,0.8888213193417056,0.8937718143912106,0.8987223094407155,0.9036728044902205,0.9086232995397254,0.9135737945892304,0.9185242896387353,0.9234747846882403,0.9284252797377452,0.9333757747872502,0.9383262698367552,0.9303192380824981,0.9226671845405849,0.9276176795900899,0.9451707232310129,0.9630787450842798,0.9454591015834113,0.9283720407404907,0.911797878614254,0.8957179286249389,0.880114428404755,0.8649704738413201,0.8502699594572631,0.8359975243857596
0.7850525681529152,0.7985987924253909,0.8125468608371874,0.8269105891753976,0.8417044206703287,0.8569434693119192,0.8726435676028288,0.8888213193417056,0.9054941581253266,0.9105446631758316,0.9155951682263367,0.9206456732768418,0.9256961783273467,0.9307466833778518,0.9357971884283569,0.9408476934788619,0.9458981985293671,0.950948703579872,0.9559992086303771,0.9477272099307645,0.9398201881775077,0.9448706932280126,0.9628787250822797,0.9812517338829023,0.9630787450842798,0.9454591015834113,0.9283720407404907,0.911797878614254,0.8957179286249389,0.880114428404755,0.8649704738413201,0.8502699594572631
0.7985987924253909,0.8125468608371874,0.8269105891753976,0.8417044206703287,0.8569434693119192,0.8726435676028288,0.8888213193417056,0.9054941581253266,0.9226804123711341,0.9278350515463918,0.9329896907216495,0.9381443298969072,0.9432989690721649,0.9484536082474226,0.9536082474226804,0.9587628865979381,0.9639175257731959,0.9690721649484536,0.9742268041237113,0.9656836822323764,0.9575158176575165,0.9626704568327742,0.9811475997581497,1.0,0.9812517338829023,0.9630787450842798,0.9454591015834113,0.9283720407404907,0.911797878614254,0.8957179286249389,0.880114428404755,0.8649704738413201
0.7941740136643289,0.8080423563326828,0.8223234332120949,0.8370315234740671,0.8521815645500145,0.86778919867079,0.8838708242922007,0.9004436530748215,0.9175257731958764,0.9089826513045414,0.9141372904797991,0.9192919296550569,0.9244465688303146,0.9296012080055723,0.9347558471808302,0.9399104863560879,0.9450651255313456,0.9502197647066033,0.9690721649484536,0.9605290430571187,0.9523611784822588,0.9575158176575165,0.9759929605828919,0.9948453608247423,0.9762012288323973,0.9581282500347749,0.9406047326513725,0.9236101359785859,0.9071249814179922,0.8911307726616362,0.8756099239002504,0.8605456950802581
0.789749234903267,0.8035378518281784,0.8177362772487922,0.8323586262778053,0.8474196597881097,0.8629348297387511,0.8789203292426957,0.8953931480243165,0.9123711340206185,0.9038280121292837,0.8956601475544237,0.9008147867296814,0.9059694259049392,0.9111240650801969,0.9162787042554547,0.9214333434307125,0.9265879826059702,0.9450651255313456,0.9639175257731959,0.955374403881861,0.9605290430571187,0.9656836822323764,0.9708383214076342,0.9896907216494846,0.9711507237818923,0.9531777549852699,0.9357503637193336,0.9188482312166811,0.9024520842217305,0.8865436166983334,0.8711054193957459,0.8561209163191962
0.785324456142205,0.7990333473236739,0.8131491212854893,0.8276857290815436,0.8426577550262049,0.8580804608067123,0.8739698341931907,0.8903426429738115,0.9072164948453608,0.8986733729540259,0.890505508379166,0.8827026207506619,0.8878572599259196,0.8930118991011773,0.898166538276435,0.9033211774516927,0.9214333434307125,0.9399104863560879,0.9587628865979381,0.9639175257731959,0.9690721649484536,0.9742268041237113,0.9793814432989691,0.9845360824742269,0.9661002187313872,0.948227259935765,0.9308959947872948,0.9140863264547764,0.8977791870254689,0.8819564607350308,0.8666009148912415,0.8516961375581342
0.7808996773811431,0.7945288428191694,0.8085619653221867,0.823012831885282,0.8378958502643001,0.8532260918746735,0.8690193391436858,0.8852921379233064,0.9020618556701031,0.8935187337787682,0.8853508692039083,0.8775479815754041,0.8701000721592438,0.8752547113345015,0.8804093505097592,0.8855639896850169,0.9033211774516927,0.9214333434307125,0.9399104863560879,0.9450651255313456,0.9502197647066033,0.955374403881861,0.9605290430571187,0.9656836822323764,0.9477272099307645,0.9303192380824981,0.9134390772638379,0.8970671265003243,0.8811847896384003,0.865774400303259,0.8508191543802661,0.8363030491071284
0.7764748986200811,0.7900243383146649,0.8039748093588839,0.8183399346890203,0.8331339455023954,0.8483717229426346,0.8640688440941808,0.8802416328728013,0.8969072164948453,0.8883640946035105,0.8801962300286506,0.8723933424001464,0.8775479815754041,0.8701000721592438,0.862997416141954,0.8681520553172118,0.8855639896850169,0.9033211774516927,0.9214333434307125,0.9265879826059702,0.9317426217812279,0.9368972609564856,0.9420519001317433,0.947206539307001,0.9297191780764975,0.912766194441575,0.8963274131392517,0.8803837215476126,0.8765118924421387,0.8727821488084252,0.8575919058822324,0.8428465800360103
