0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
0.8707068486339332,0.8799393766375975,0.889404285059011,0.8991132861589797,0.9090790721569906,0.9193154255978209,0.9298373451028512,0.940661189069974,0.934708808117593,0.9230543993664171,0.9114691052515006,0.8999520880300065,0.888502520113431,0.8771195839445227,0.8658024718756927,0.8545503860488992,0.8433625382769876,0.8322381499264694,0.8211764518017212,0.810176684030588,0.8092716898969592,0.8084286261169455,0.8024762451645646,0.7965238642121837,0.7905714832598028,0.7846191023074218,0.7735574041826736,0.7625576364115403,0.7566052554591594,0.7456666673799444,0.7347885174297679,0.7239700730342807,0.713210610498713,0.7068006662845194,0.7005237886396888,0.6943742461416491,0.6883467535399538,0.6869591494696485,0.685629362235606,0.6843538520315243,0.6831293622356059,0.6819528916473707,0.6808216699279137,0.6797331358205116,0.6741621934098316,0.6686841882440375,0.663296413860565,0.6579963151481113
0.8799393766375975,0.889404285059011,0.8991132861589797,0.9090790721569906,0.9193154255978209,0.9298373451028512,0.940661189069974,0.9518048403862561,0.9457072794106464,0.9338377279782202,0.9220381392038155,0.9103076650656702,0.8986454678209472,0.887050719881143,0.8755226036890058,0.8640603115969471,0.8526630457469248,0.8413300179517844,0.8300604495780373,0.8188535714300603,0.8178653276268179,0.8169397740493454,0.8108422130737356,0.8047446520981258,0.7986470911225161,0.7925495301469063,0.7812799617731593,0.7700730836251822,0.7639755226495725,0.7528305748552105,0.7417468067527666,0.7307234767793614,0.7197598523606454,0.713210610498713,0.7068006662845194,0.7005237886396888,0.6943742461416491,0.6929249707793302,0.691537366709025,0.6902075794749825,0.6889320692709008,0.6877075794749824,0.6865311088867472,0.6853998871672902,0.6797331358205116,0.6741621934098316,0.6686841882440375,0.663296413860565
0.889404285059011,0.8991132861589797,0.9090790721569906,0.9193154255978209,0.9298373451028512,0.940661189069974,0.9518048403862561,0.9632878958303401,0.9570378958303402,0.9449450842886952,0.9329230938318788,0.9209710660330838,0.9090881528705482,0.897273516601435,0.8855263296372405,0.8738457744207132,0.8622310433042641,0.8506813384298516,0.8391958716103209,0.8277738642121837,0.826695871610321,0.8256813384298516,0.8194313384298516,0.8131813384298516,0.8069313384298515,0.8006813384298517,0.7891958716103209,0.7777738642121836,0.7715238642121837,0.7601645470398164,0.7488671602210641,0.73763095309423,0.7264551840964346,0.7197598523606454,0.713210610498713,0.7068006662845194,0.7005237886396888,0.6990086371245372,0.6975593617622184,0.6961717576919131,0.6948419704578706,0.693566460253789,0.6923419704578706,0.6911654998696353,0.6853998871672902,0.6797331358205116,0.6741621934098316,0.6686841882440375
0.8991132861589797,0.9090790721569906,0.9193154255978209,0.9298373451028512,0.940661189069974,0.9518048403862561,0.9632878958303401,0.9751318845958208,0.9687216281855644,0.9563968701893145,0.9441438022374131,0.9319615553703403,0.9198492711612889,0.907806101588497,0.8958312089091274,0.8839237655346764,0.8720829539078927,0.8603079663811872,0.8485980050965183,0.8369522818667312,0.8357774922760055,0.8346669407401616,0.8282566843299052,0.8218464279196488,0.8154361715093923,0.8090259150991359,0.797315953814467,0.7856702305846799,0.7792599741744235,0.7676777103660298,0.7561581367834062,0.7447004935543975,0.733304030017307,0.7264551840964346,0.7197598523606454,0.713210610498713,0.7068006662845194,0.7052150426058725,0.7036998910907211,0.7022506157284022,0.700863011658097,0.6995332244240544,0.6982577142199727,0.6970332244240544,0.6911654998696353,0.6853998871672902,0.6797331358205116,0.6741621934098316
0.9090790721569906,0.9193154255978209,0.9298373451028512,0.940661189069974,0.9518048403862561,0.9632878958303401,0.9751318845958208,0.9873605212997213,0.9807815739313003,0.9682155553110705,0.9557221063566559,0.94330034744659,0.9309494096213524,0.9186684344541365,0.9064565739231798,0.8943129902856455,0.88223685595303,0.8702273533680815,0.8582836748832114,0.8464050226403779,0.8451257801463694,0.8439115638943975,0.8373326165259763,0.8307536691575552,0.8241747217891342,0.8175957744207132,0.8056520959358431,0.7937734436930095,0.7871944963245885,0.7753800821366368,0.7636291273700784,0.7519408628292901,0.7403145286421169,0.733304030017307,0.7264551840964346,0.7197598523606454,0.713210610498713,0.7115494809306068,0.7099638572519598,0.7084487057368083,0.7069994303744895,0.7056118263041842,0.7042820390701416,0.7030065288660601,0.6970332244240544,0.6911654998696353,0.6853998871672902,0.6797331358205116
0.9193154255978209,0.9298373451028512,0.940661189069974,0.9518048403862561,0.9632878958303401,0.9751318845958208,0.9873605212997213,1.0,0.9932432432432432,0.9804259551546288,0.9676821271460634,0.9550108688033132,0.9424113005049114,0.9298825532913382,0.9174237687357865,0.9050340988164942,0.8927127057906242,0.880458762069673,0.8682714500963888,0.8561499622231831,0.8547579365828754,0.8534317350426459,0.8466749782858891,0.8399182215291324,0.8331614647723757,0.8264047080156189,0.8142173960423348,0.802095908169129,0.7953391514123722,0.783282689781203,0.7712904662049156,0.7593617020500215,0.7474956281208975,0.7403145286421169,0.733304030017307,0.7264551840964346,0.7197598523606454,0.7180176920818998,0.7163565625137935,0.7147709388351465,0.713255787319995,0.7118065119576762,0.7104189078873708,0.7090891206533283,0.7030065288660601,0.6970332244240544,0.6911654998696353,0.6853998871672902
0.9080689711468896,0.9183904784519435,0.929006780318798,0.9399352889538299,0.9511950842886951,0.962807126599571,0.9747945026794915,0.9871827119113856,0.9864864864864865,0.973669198397872,0.9609253703893066,0.9482541120465564,0.9356545437481547,0.9231257965345814,0.9106670119790297,0.8982773420597374,0.8859559490338675,0.8737020053129162,0.861514693339632,0.8547579365828754,0.8534317350426459,0.8521721652500837,0.845415408493327,0.8386586517365702,0.8319018949798134,0.8251451382230566,0.8128911945021053,0.8007038825288213,0.7939471257720645,0.7818256378988587,0.7697691762676895,0.757776952691402,0.745848188536508,0.738782968092448,0.7318799807338847,0.72513095309423,0.7185283548281419,0.7169313745726251,0.7154086724685276,0.7139551840964347,0.7125662952075458,0.7112377927920868,0.709965822394307,0.7087468507631013,0.7027115696329203,0.6967820390701416,0.6909547930515053,0.685226585842486
0.9023871529650713,0.9125765249635714,0.9230543993664171,0.9338377279782202,0.9449450842886952,0.9563968701893145,0.9682155553110705,0.9804259551546288,0.9797297297297297,0.9669124416411153,0.9541686136325498,0.9414973552897996,0.9288977869913979,0.9163690397778247,0.903910255222273,0.8915205853029806,0.8791991922771107,0.8669452485561595,0.8601884917994027,0.8534317350426459,0.8521721652500837,0.85098004476244,0.8442232880056834,0.8374665312489267,0.8307097744921699,0.8239530177354131,0.8116316247095432,0.799377680988592,0.7926209242318352,0.780433612258551,0.7683121243853452,0.7562556627541759,0.7442634391778885,0.7373133378963942,0.7305171111423805,0.7238671602210642,0.7173565628503276,0.7159047626180396,0.714520487977951,0.7131991349124118,0.7119365086497856,0.7107287791811866,0.7095724424559322,0.7084642864275634,0.7024755922596999,0.6965891206533283,0.6908016469132789,0.6851101475009774
0.8967053347832532,0.9067625714751995,0.9171020184140362,0.9277401670026104,0.9386950842886952,0.9499866137790581,0.9616366079426494,0.973669198397872,0.972972972972973,0.9601556848843587,0.9474118568757931,0.9347405985330428,0.9221410302346411,0.909612283021068,0.8971534984655163,0.8847638285462238,0.8724424355203539,0.8656856787635971,0.8589289220068405,0.8521721652500837,0.85098004476244,0.8498562011682189,0.8430994444114621,0.8363426876547053,0.8295859308979486,0.8228291741411919,0.8104395042218996,0.7981181111960296,0.7913613544392728,0.7791074107183216,0.7669200987450375,0.7547986108718316,0.7427421492406624,0.7359063979261105,0.7292161719044914,0.7226645470398164,0.716245209001552,0.7149385887924927,0.7136927416164129,0.7125035238574278,0.7113671602210642,0.710280203699325,0.7092395006465961,0.7082421602210642,0.7022993204411688,0.6964551840964346,0.6907067677121519,0.6850512698393725
0.8910235166014351,0.9009486179868273,0.9111496374616552,0.9216426060270007,0.9324450842886951,0.9435763573688017,0.9550576605742284,0.9669124416411153,0.9662162162162162,0.9533989281276019,0.9406551001190363,0.9279838417762861,0.9153842734778843,0.9028555262643112,0.8903967417087595,0.8780070717894671,0.8712503150327104,0.8644935582759536,0.8577368015191968,0.85098004476244,0.8498562011682189,0.8488014722102571,0.8420447154535003,0.8352879586967437,0.8285312019399869,0.8217744451832301,0.8093156606276783,0.7969259907083861,0.7901692339516293,0.7778478409257594,0.7655938972048081,0.7534065852315239,0.7412850973583183,0.73456291737722,0.7279779228923722,0.7215238642121837,0.7151950348446945,0.7140335946588641,0.7129261749467932,0.7118690924943618,0.7108589914842609,0.7098928079093816,0.7089677385291782,0.7080812137064831,0.7021834867516764,0.69638095309423,0.6906708703709444,0.6850506591148668
