mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_svr__C,param_svr__epsilon,param_svr__gamma,param_svr__kernel,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0.00033362706502278644,0.0004718199201299551,0.0003330707550048828,0.0004710331789577517,10,0.1,0.1,rbf,"{'svr__C': 10, 'svr__epsilon': 0.1, 'svr__gamma': 0.1, 'svr__kernel': 'rbf'}",-24.282331404152362,0.7490175787925503,-33.0079226845125,-18.847078836624103,14.307089893701965,12,0.9963248724325579,0.9990912668728421,0.9975366433326842,0.997650927546028,0.0011322632823607857
0.0006767908732096354,0.00047859227838682977,0.00032711029052734375,0.0004626038092555729,10,0.1,0.01,rbf,"{'svr__C': 10, 'svr__epsilon': 0.1, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",-25.165716361313983,-0.4738853986341809,-21.197234672201084,-15.612278810716417,10.826369907266153,5,0.9968533908660402,0.9887122618300108,0.9977580730415985,0.9944412419125498,0.00406780219523104
0.0006620883941650391,0.00046864340117955657,0.0003422101338704427,0.00048395821250109256,10,1.0,scale,rbf,"{'svr__C': 10, 'svr__epsilon': 1.0, 'svr__gamma': 'scale', 'svr__kernel': 'rbf'}",-24.607900750561868,0.468389737104573,-31.718778418095475,-18.61942981051759,13.805790732215645,8,0.7497959632777034,0.9090688625416431,0.843105060366452,0.8339899620619328,0.0653415532557502
0.0006401538848876953,0.00045387237534336665,0.0,0.0,10,1.0,0.1,rbf,"{'svr__C': 10, 'svr__epsilon': 1.0, 'svr__gamma': 0.1, 'svr__kernel': 'rbf'}",-24.035179291988086,0.7523237236345379,-32.93458143884287,-18.739145669065472,14.253370921944088,10,0.7488807679509263,0.9090689048826537,0.8146303595842272,0.8241933441392689,0.06574520417802067
0.0003566741943359375,0.0005044134829783797,0.0003333091735839844,0.00047137035374583886,10,1.0,0.01,rbf,"{'svr__C': 10, 'svr__epsilon': 1.0, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",-23.12093684527916,0.19193311505580957,-22.30137878267336,-15.07679417096557,10.801803662835384,1,0.800233507454368,0.9147136897276189,0.8451852053897415,0.8533774675239094,0.0470939691997845
0.0006731351216634115,0.0004761570743076826,0.0003352959950764974,0.0004741801436465652,100,0.01,scale,rbf,"{'svr__C': 100, 'svr__epsilon': 0.01, 'svr__gamma': 'scale', 'svr__kernel': 'rbf'}",-25.4349092682217,-0.3233121624958264,-31.614318408189845,-19.12417994630246,13.531463246767117,18,0.9999633046066049,0.9999911134786724,0.9999757730455049,0.9999767303769275,1.1373088235147956e-05
0.0003323554992675781,0.00047002165459349024,0.0003522237141927083,0.0004981195536007529,100,0.01,0.1,rbf,"{'svr__C': 100, 'svr__epsilon': 0.01, 'svr__gamma': 0.1, 'svr__kernel': 'rbf'}",-24.35177093433351,0.7335806742808018,-33.24451168070224,-18.954233980251647,14.386978925378987,14,0.9999632748591138,0.9999910783310227,0.9999745964505787,0.999976316546905,1.1415700039161433e-05
0.000335693359375,0.00047474210162671036,0.0003326733907063802,0.00047047122097760647,100,0.01,0.01,rbf,"{'svr__C': 100, 'svr__epsilon': 0.01, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",-26.430177908896532,-0.10166261032465718,-20.01273016766714,-15.514856895629443,11.209246999249226,4,0.999963506270951,0.9999909347126692,0.9999785769963784,0.9999776726599995,1.1215858474705994e-05
0.0006666978200276693,0.0004714266399769444,0.00033291180928548175,0.0004708083957656936,100,0.1,scale,rbf,"{'svr__C': 100, 'svr__epsilon': 0.1, 'svr__gamma': 'scale', 'svr__kernel': 'rbf'}",-25.23526549438378,-0.22114709965490853,-31.81900915451984,-19.09180724951951,13.611582837528761,16,0.9966964365133512,0.9990888909342409,0.9978395978055752,0.997874975084389,0.000977035721933421
0.0003853638966878255,0.0005449868491448671,0.0006545384724934896,0.00046307125701559773,100,0.1,0.1,rbf,"{'svr__C': 100, 'svr__epsilon': 0.1, 'svr__gamma': 0.1, 'svr__kernel': 'rbf'}",-24.282331404152362,0.7490175787925503,-33.0079226845125,-18.847078836624103,14.307089893701965,12,0.9963248724325579,0.9990912668728421,0.9975366433326842,0.997650927546028,0.0011322632823607857
0.000679175059000651,0.00048567841915684456,0.0003342628479003906,0.0004727190528981875,100,0.1,0.01,rbf,"{'svr__C': 100, 'svr__epsilon': 0.1, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",-25.165716361313983,-0.044722626615614214,-21.197234672201084,-15.469224553376895,11.026442656804685,3,0.9968533908660402,0.9990895321302398,0.9977580730415985,0.9979003320126262,0.000918426244359487
0.0006693998972574869,0.00047335090683083144,0.0002745787302652995,0.0003883129642803703,100,1.0,scale,rbf,"{'svr__C': 100, 'svr__epsilon': 1.0, 'svr__gamma': 'scale', 'svr__kernel': 'rbf'}",-24.607900750561868,0.468389737104573,-31.718778418095475,-18.61942981051759,13.805790732215645,8,0.7497959632777034,0.9090688625416431,0.843105060366452,0.8339899620619328,0.0653415532557502
0.000333706537882487,0.00047193231172598405,0.00033322970072428387,0.0004712579621498098,100,1.0,0.1,rbf,"{'svr__C': 100, 'svr__epsilon': 1.0, 'svr__gamma': 0.1, 'svr__kernel': 'rbf'}",-24.035179291988086,0.7523237236345379,-32.93458143884287,-18.739145669065472,14.253370921944088,10,0.7488807679509263,0.9090689048826537,0.8146303595842272,0.8241933441392689,0.06574520417802067
0.0007057984670003256,0.000499945524616136,0.0003291765848795573,0.00046552599075232816,100,1.0,0.01,rbf,"{'svr__C': 100, 'svr__epsilon': 1.0, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",-23.12093684527916,0.19193311505580957,-22.30137878267336,-15.07679417096557,10.801803662835384,1,0.800233507454368,0.9147136897276189,0.8451852053897415,0.8533774675239094,0.0470939691997845
